Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
Datetime,,,,,,,,,,,,,,,
2025-10-23 13:30:00+00:00,259.4798889160156,254.6300048828125,521.4050903320312,260.1799011230469,255.86000061035156,523.2000122070312,258.0101013183594,252.76829528808594,518.6300048828125,259.8900146484375,253.85000610351562,522.2999877929688,6251007,2944025,2797429
2025-10-23 14:30:00+00:00,259.3999938964844,254.8249969482422,523.158203125,259.67999267578125,255.61000061035156,523.2349853515625,258.7300109863281,253.9499969482422,521.2550048828125,259.4200134277344,254.64959716796875,521.3499755859375,2852790,1090464,1388216
2025-10-23 15:30:00+00:00,260.0400085449219,255.35009765625,522.489990234375,260.6199035644531,255.57989501953125,523.9500122070312,259.0834045410156,254.22000122070312,521.4500122070312,259.3999938964844,254.8699951171875,523.1699829101562,3168121,1033282,1129335
2025-10-23 16:30:00+00:00,259.8599853515625,254.61000061035156,522.0599975585938,260.54998779296875,255.47999572753906,523.1099853515625,259.5199890136719,254.41000366210938,521.6300048828125,260.04998779296875,255.38999938964844,522.510009765625,2574209,1062244,856388
2025-10-23 17:30:00+00:00,259.9700012207031,255.3699951171875,523.1900024414062,260.42498779296875,255.38400268554688,523.3150024414062,259.8299865722656,254.58999633789062,522.010009765625,259.8800048828125,254.64999389648438,522.0900268554688,3320192,621593,866501
2025-10-23 18:30:00+00:00,259.8999938964844,254.4199981689453,522.5700073242188,260.0199890136719,255.38499450683594,523.6199951171875,259.6199951171875,254.2899932861328,522.3499755859375,259.9700012207031,255.36500549316406,523.1699829101562,2237171,1475381,1159348
2025-10-23 19:30:00+00:00,259.5799865722656,253.74000549316406,520.6749877929688,260.04998779296875,254.5377960205078,522.9299926757812,259.0799865722656,253.30999755859375,520.1400146484375,259.9100036621094,254.44000244140625,522.489990234375,3143856,2016241,1863494
2025-10-24 13:30:00+00:00,260.94140625,261.1499938964844,523.114990234375,261.6199951171875,262.510009765625,525.0499877929688,259.17999267578125,256.1000061035156,520.7100219726562,261.19000244140625,257.29998779296875,522.489990234375,7287527,5691820,3190181
2025-10-24 14:30:00+00:00,263.2799987792969,261.2349853515625,523.2050170898438,263.3599853515625,261.4649963378906,523.780029296875,260.7900085449219,259.6499938964844,522.0,260.94000244140625,261.1499938964844,523.030029296875,5490920,2223302,1462281
2025-10-24 15:30:00+00:00,263.5799865722656,261.4150085449219,523.9400024414062,264.0299987792969,261.6300048828125,523.9400024414062,262.95001220703125,260.6300048828125,522.1400146484375,263.2900085449219,261.260009765625,523.2000122070312,4458666,1411885,1041340
2025-10-24 16:30:00+00:00,263.6099853515625,261.80999755859375,523.7849731445312,263.7099914550781,262.2200012207031,525.02001953125,262.8500061035156,261.0,523.3499755859375,263.5899963378906,261.4100036621094,523.8800048828125,2930456,1467413,1173752
2025-10-24 17:30:00+00:00,264.0199890136719,262.0,524.8200073242188,264.1300048828125,262.25,525.0999755859375,263.4100036621094,261.57501220703125,523.6699829101562,263.6099853515625,261.7929992675781,523.77001953125,2843868,1139624,1097997
2025-10-24 18:30:00+00:00,263.5,261.2438049316406,524.85498046875,264.1000061035156,262.1300048828125,525.344970703125,263.1499938964844,261.1000061035156,524.6710815429688,264.0249938964844,262.0400085449219,524.8400268554688,3187549,1122818,1206189
2025-10-24 19:30:00+00:00,262.739990234375,260.5150146484375,523.5,263.6600036621094,261.34259033203125,525.260009765625,262.1300048828125,260.29998779296875,522.9500122070312,263.510009765625,261.2200012207031,524.8300170898438,4742484,2671214,2676795
2025-10-27 13:30:00+00:00,265.7300109863281,265.6400146484375,533.2249755859375,267.04998779296875,267.3399963378906,533.7999267578125,264.65008544921875,264.94000244140625,529.010009765625,264.8800048828125,265.364990234375,531.7091064453125,9319511,5470537,4991642
2025-10-27 14:30:00+00:00,265.7099914550781,267.07000732421875,532.6651000976562,266.4200134277344,267.1700134277344,534.5800170898438,265.19500732421875,265.0400085449219,532.239990234375,265.739990234375,265.6400146484375,533.260009765625,4050852,2353304,2235243
2025-10-27 15:30:00+00:00,265.92999267578125,267.58740234375,531.719970703125,266.0899963378906,267.80499267578125,533.3800048828125,265.04998779296875,266.8299865722656,531.5999755859375,265.7099914550781,267.07000732421875,532.6475219726562,3517895,2056353,1341774
2025-10-27 16:30:00+00:00,265.6199951171875,268.32000732421875,530.7949829101562,266.125,268.45989990234375,531.8300170898438,265.510009765625,267.3301086425781,530.4450073242188,265.94000244140625,267.6300048828125,531.7601928710938,3331147,1714036,1119767
2025-10-27 17:30:00+00:00,265.5950012207031,269.4599914550781,532.52001953125,266.0150146484375,269.7699890136719,532.5709838867188,265.510009765625,268.260009765625,530.701171875,265.6300048828125,268.3299865722656,530.8200073242188,2171755,2143246,1203788
2025-10-27 18:30:00+00:00,267.2749938964844,268.8399963378906,532.8300170898438,267.3999938964844,270.260009765625,533.6300048828125,265.4700012207031,268.6000061035156,532.2000122070312,265.5899963378906,269.4849853515625,532.5,4259189,2138145,1427951
2025-10-27 19:30:00+00:00,268.739990234375,269.8399963378906,531.4099731445312,269.0799865722656,270.70001220703125,533.4400024414062,267.2099914550781,268.6300048828125,531.27001953125,267.2699890136719,268.8349914550781,532.8101196289062,6996092,2831943,2146625
2025-10-28 13:30:00+00:00,268.6499938964844,268.0199890136719,545.6099853515625,269.8699951171875,271.3800048828125,553.719970703125,268.25,267.5299987792969,542.4600219726562,269.135009765625,269.989990234375,550.2899780273438,11832766,5376066,10934438
2025-10-28 14:30:00+00:00,268.69720458984375,268.0,543.3909912109375,269.1400146484375,268.4671936035156,545.989990234375,268.1499938964844,267.2200012207031,542.1799926757812,268.6423034667969,268.0199890136719,545.6016845703125,3550384,2329834,3026807
2025-10-28 15:30:00+00:00,268.9949951171875,267.739990234375,542.5399780273438,269.0758056640625,268.1600036621094,544.5399780273438,268.3500061035156,267.1700134277344,540.77001953125,268.69500732421875,267.9905090332031,543.3699951171875,2758052,1805470,2821643
2025-10-28 16:30:00+00:00,269.4949951171875,268.772705078125,542.9400024414062,269.8699951171875,268.9104919433594,543.5139770507812,268.82000732421875,267.4200134277344,541.8300170898438,268.9800109863281,267.75,542.7000122070312,3503864,2182660,1806998
2025-10-28 17:30:00+00:00,269.0902099609375,268.831787109375,543.7708740234375,269.4949951171875,269.05999755859375,544.8499755859375,268.79998779296875,268.5,541.9299926757812,269.4949951171875,268.7528991699219,542.969482421875,3181670,1509673,2093281
2025-10-28 18:30:00+00:00,269.20001220703125,268.739990234375,544.6099853515625,269.44000244140625,268.8900146484375,545.5,268.7799987792969,268.0,543.1701049804688,269.1050109863281,268.8299865722656,543.7440185546875,4120349,1566796,2785468
2025-10-28 19:30:00+00:00,269.0299987792969,268.44000244140625,542.010009765625,269.3550109863281,268.8999938964844,544.6597290039062,268.6000061035156,268.0899963378906,541.7999877929688,269.20001220703125,268.75,544.5999755859375,5339653,2616932,2627395
2025-10-29 13:30:00+00:00,270.4200134277344,269.9599914550781,538.1950073242188,271.4100036621094,270.9599914550781,546.27001953125,268.70001220703125,268.42999267578125,537.1701049804688,269.2749938964844,268.6050109863281,544.9400024414062,10209230,4212983,5940543
2025-10-29 14:30:00+00:00,267.6300048828125,271.239990234375,537.6300048828125,270.44500732421875,271.7749938964844,539.5700073242188,267.51220703125,269.6000061035156,537.5,270.4100036621094,269.9700012207031,538.1699829101562,6247839,2694614,2905116
2025-10-29 15:30:00+00:00,268.6199951171875,272.6050109863281,538.405029296875,268.8599853515625,273.1499938964844,539.4199829101562,267.1099853515625,271.1600036621094,536.7286987304688,267.6099853515625,271.25,537.5750122070312,4595121,2126909,2621314
2025-10-29 16:30:00+00:00,269.93011474609375,272.8699951171875,538.8300170898438,269.93011474609375,272.980712890625,539.5798950195312,268.4700927734375,272.30999755859375,538.1300048828125,268.6029968261719,272.6000061035156,538.405029296875,3066081,1489061,1760561
2025-10-29 17:30:00+00:00,270.80999755859375,273.9400939941406,539.8228149414062,270.8500061035156,274.1199951171875,539.9199829101562,269.7900085449219,272.8399963378906,537.9000244140625,269.8900146484375,272.8699035644531,538.6799926757812,4963178,2202197,2162474
2025-10-29 18:30:00+00:00,268.30999755859375,273.7160949707031,538.9000244140625,270.92999267578125,274.3999938964844,540.5499877929688,268.260009765625,271.8800048828125,536.9500122070312,270.7850036621094,274.010009765625,539.8400268554688,5156103,3123174,3517064
2025-10-29 19:30:00+00:00,269.7300109863281,275.8299865722656,542.5599975585938,270.3800048828125,275.9200134277344,543.1500244140625,267.79998779296875,273.55499267578125,538.1799926757812,268.32000732421875,273.70001220703125,538.8200073242188,4325904,3193325,3634678
